TIPO_DOCUMENTO;NUMERO_DOCUMENTO;DATA_EMISSAO_NF;FORNECEDOR;CNPJ_FORNECEDOR;VALOR_BRUTO;DATA_PAGAMENTO;APROVADO_POR;STATUS;arquivo_origem;data_processamento;tem_anomalia;DATA_EMISSAO;DESCRICAO_SERVICO;BANCO_DESTINO;(DATA_PAGAMENTO == DATA_EMISSAO) ? DATA_EMISSAO : DATA_PAGAMENTO;HASH_VERIFICACAO;DATE;DATE_PAYMENT;APPROVED_BY;Fornecedor;Data_Emissao_NF;Data_Pagamento;.STATUS;DATE_PAGAMENTO; VALOR_BRUTO;NUMBER_DOCUMENTO;NUMERO.Documento;DATASET;FORNECEDOR_DATA;VALOR_BRUTO_DATA;ESTADO; STATUS;TIPO DOCUMENTO;NUMERO DOCUMENTO;DATA EMISSAO NF;CNPJ FORNECEDOR;VALOR BRUTO;DATA PAGAMENTO;APROVADO POR;DATA_EMISSAO_NF_original;DATA_PAGAMENTO_original;Tipo_documento;Número_documento;Data_emissao_nf;CNPJ_fornecedor;Valor_bruto;Data_pagamento;Aprovado_por;Status;DATA ПAGAMENTO
RECIBO;NF-46291;02/11/2023;Limpeza & Facilities;56789012000178;19500.0;24/11/2023;Ana Beatriz;PENDENTE;DOC_0347.txt;2026-04-22 01:10:18;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-13336;02/06/2023;Consultoria RH Parceiros;34567890000134;3500.0;20/06/2023;Roberto Lima;PAGO;DOC_0348.txt;2026-04-22 01:10:26;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-54979;20/09/2023;Marketing Digital Pro;45678901000156;15000.0;23/10/2023;Maria Silva;PAGO;DOC_0349.txt;2026-04-22 01:10:28;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-22793;14/11/2024;DataCenter Cloud SA;23456789000112;10000.0;30/11/2024;Fernanda Costa;;DOC_0350.txt;2026-04-22 01:10:31;True;;;;;;;;;;;;PAGO;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-39272;08/01/2025;DataCenter Cloud SA;23456789000112;6000.0;07/02/2025;Maria Silva;PENDENTE;DOC_0351.txt;2026-04-22 01:10:38;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-25437;2025-03-16;Consultoria RH Parceiros;34567890000134;12000.0;2025-04-16;Fernanda Costa;ESTORNADO;DOC_0352.txt;2026-04-22 01:10:41;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-17086;28/04/2024;TechSoft Ltda;12345678000190;4200.0;27/05/2024;Fernanda Costa;CANCELADO;DOC_0353.txt;2026-04-22 01:10:43;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-73908;22/07/2023;DataCenter Cloud SA;23456789000112;19500.0;05/08/2023;Ana Beatriz;PAGO;DOC_0354.txt;2026-04-22 01:10:51;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-74169;11/10/2024;DataCenter Cloud SA;23456789000112;19500.0;13/10/2024;Carlos Mendes;PAGO;DOC_0355.txt;2026-04-22 01:10:53;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-10611;16/09/2024;TechSoft Ltda;12345678000190;15000.0;05/10/2024;Roberto Lima;CANCELADO;DOC_0356.txt;2026-04-22 01:11:01;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-92141;18/01/2025;Limpeza & Facilities;56789012000178;12000.0;30/01/2025;Carlos Mendes;PAGO;DOC_0357.txt;2026-04-22 01:11:03;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-31891;09/12/2024;DataCenter Cloud SA;23456789000112;10000.0;09/01/2025;Maria Silva;PAGO;DOC_0358.txt;2026-04-22 01:11:11;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-57087;20/10/2023;TechSoft Ltda;12345678000190;12000.0;09/11/2023;Carlos Mendes;ESTORNADO;DOC_0359.txt;2026-04-22 01:11:14;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-26143;17/02/2024;DataCenter Cloud SA;23456789000112;8500.0;19/02/2024;Carlos Mendes;PAGO;DOC_0360.txt;2026-04-22 01:11:21;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-16322;2024-10-13;TechSoft Ltda;12345678000190;3500.0;2024-10-26;Maria Silva;PAGO;DOC_0361.txt;2026-04-22 01:11:23;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-49467;30/03/2024;TechSoft Ltda;12345678000190;10000.0;12/04/2024;Carlos Mendes;PAGO;DOC_0362.txt;2026-04-22 01:11:26;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-47054;24/09/2024;TechSoft Ltda;12345678000190;6000.0;19/10/2024;Maria Silva;PAGO;DOC_0363.txt;2026-04-22 01:11:28;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-48712;2023-07-22;TechSoft Ltda;12345678000190;10000.0;2023-08-12;Carlos Mendes;CANCELADO;DOC_0364.txt;2026-04-22 01:11:36;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-24474;2023-07-29;TechSoft Ltda;12345678000190;12000.0;2023-08-24;Maria Silva;PAGO;DOC_0365.txt;2026-04-22 01:11:38;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-48800;29/05/2023;Limpeza & Facilities;56789012000178;4200.0;05/06/2023;Ana Beatriz;ESTORNADO;DOC_0366.txt;2026-04-22 01:11:46;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-25191;12/04/2023;Marketing Digital Pro;45678901000156;3500.0;10/05/2023;Ana Beatriz;CANCELADO;DOC_0367.txt;2026-04-22 01:11:48;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-22183;17/05/2023;TechSoft Ltda;12345678000190;6000.0;13/06/2023;Ana Beatriz;PAGO;DOC_0368.txt;2026-04-22 01:11:50;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-95045;24/04/2023;Consultoria RH Parceiros;34567890000134;195000.0;10/05/2023;Roberto Lima;CANCELADO;DOC_0369.txt;2026-04-22 01:11:58;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-84572;11/05/2023;DataCenter Cloud SA;23456789000112;3500.0;08/06/2023;Maria Silva;ESTORNADO;DOC_0370.txt;2026-04-22 01:12:00;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-63907;15/09/2024;Marketing Digital Pro;45678901000156;3500.0;30/09/2024;Roberto Lima;PAGO;DOC_0371.txt;2026-04-22 01:12:08;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-97797;23/09/2023;TechSoft Ltda;12345678000190;3500.0;16/10/2023;Fernanda Costa;PAGO;DOC_0372.txt;2026-04-22 01:12:10;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-83183;14/03/2024;Limpeza & Facilities;56789012000178;8500.0;10/04/2024;Ana Beatriz;PAGO;DOC_0373.txt;2026-04-22 01:12:13;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-52026;19/10/2024;TechSoft Ltda;12345678000190;19500.0;19/11/2024;Carlos Mendes;ESTORNADO;DOC_0374.txt;2026-04-22 01:12:20;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-68220;20/02/2023;Consultoria RH Parceiros;34567890000134;15000.0;10/03/2023;Carlos Mendes;ESTORNADO;DOC_0375.txt;2026-04-22 01:12:22;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-23453;29/03/2023;Limpeza & Facilities;56789012000178;19500.0;29/04/2023;Maria Silva;PAGO;DOC_0376.txt;2026-04-22 01:12:25;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-95799;24/07/2024;Marketing Digital Pro;45678901000156;4200.0;11/08/2024;Fernanda Costa;PAGO;DOC_0377.txt;2026-04-22 01:12:32;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-96136;08/01/2024;Marketing Digital Pro;45678901000156;8500.0;04/02/2024;Ana Beatriz;ESTORNADO;DOC_0378.txt;2026-04-22 01:12:35;True;08/01/2024;SEO e Analytics;Caixa Ag.0023 C/C 44321-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nota Fiscal;NF-81786;05/04/2023;Marketing Digital Pro;45678901000156;850000.0;05/05/2023;Ana Beatriz;PAGO;DOC_0379.txt;2026-04-22 01:12:42;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-90065;15/02/2023;Consultoria RH Parceiros;34567890000134;19500.0;17/03/2023;Roberto Lima;PAGO;DOC_0380.txt;2026-04-22 01:12:44;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-93000;04/02/2024;DataCenter Cloud SA;23456789000112;8500.0;14/02/2024;Maria Silva;PAGO;DOC_0381.txt;2026-04-22 01:12:52;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-10568;01/03/2025;Limpeza & Facilities;56789012000178;19500.0;30/03/2025;Fernanda Costa;ESTORNADO;DOC_0382.txt;2026-04-22 01:12:54;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-60778;18/08/2024;TechSoft Ltda;12345678000190;6000.0;07/09/2024;Carlos Mendes;PAGO;DOC_0383.txt;2026-04-22 01:13:02;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-54939;28/05/2024;Limpeza & Facilities;56789012000178;15000.0;29/06/2024;Carlos Mendes;CANCELADO;DOC_0384.txt;2026-04-22 01:13:04;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-36330;18/05/2023;Marketing Digital Pro;45678901000156;10000.0;05/06/2023;Ana Beatriz;PAGO;DOC_0385.txt;2026-04-22 01:13:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-25126;29/11/2024;Limpeza & Facilities;56789012000178;6000.0;16/12/2024;Fernanda Costa;PENDENTE;DOC_0386.txt;2026-04-22 01:13:09;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-78515;14/08/2024;Consultoria RH Parceiros;34567890000134;15000.0;07/09/2024;Ana Beatriz;PAGO;DOC_0387.txt;2026-04-22 01:13:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-99573;24/05/2023;TechSoft Ltda;12345678000190;3500.0;31/05/2023;Ana Beatriz;PAGO;DOC_0388.txt;2026-04-22 01:13:19;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-23432;06/12/2024;DataCenter Cloud SA;23456789000112;8500.0;03/01/2025;Maria Silva;ESTORNADO;DOC_0389.txt;2026-04-22 01:13:22;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-60014;26/01/2025;Limpeza & Facilities;56789012000178;15000.0;20/02/2025;Fernanda Costa;PAGO;DOC_0390.txt;2026-04-22 01:13:29;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-93071;19/07/2024;Marketing Digital Pro;45678901000156;10000.0;21/07/2024;Fernanda Costa;PAGO;DOC_0391.txt;2026-04-22 01:13:36;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-32779;04/03/2025;Consultoria RH Parceiros;34567890000134;10000.0;29/03/2025;Carlos Mendes;PAGO;DOC_0392.txt;2026-04-22 01:13:39;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-86544;19/01/2024;Limpeza & Facilities;56789012000178;10000.0;24/01/2024;Ana Beatriz;PAGO;DOC_0393.txt;2026-04-22 01:13:41;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-91968;30/11/2023;Consultoria RH Parceiros;34567890000134;6000.0;20/12/2023;Carlos Mendes;PAGO;DOC_0394.txt;2026-04-22 01:13:44;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-34100;19/03/2025;Consultoria RH Parceiros;34567890000134;12000.0;07/04/2025;Ana Beatriz;PAGO;DOC_0395.txt;2026-04-22 01:13:51;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-96944;26/02/2024;TechSoft Ltda;12345678000190;15000.0;19/03/2024;Ana Beatriz;PAGO;DOC_0396.txt;2026-04-22 01:13:53;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-68414;24/10/2023;Consultoria RH Parceiros;34567890000134;19500.0;04/11/2023;Maria Silva;PENDENTE;DOC_0397.txt;2026-04-22 01:14:01;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-13238;08/02/2023;Limpeza & Facilities;56789012000178;15000.0;04/03/2023;Roberto Lima;PAGO;DOC_0398.txt;2026-04-22 01:14:03;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-31940;11/05/2024;Consultoria RH Parceiros;34567890000134;8500.0;15/05/2024;Fernanda Costa;PAGO;DOC_0399.txt;2026-04-22 01:14:11;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-94746;02/10/2024;Limpeza & Facilities;56789012000178;8500.0;06/10/2024;Maria Silva;CANCELADO;DOC_0400.txt;2026-04-22 01:14:13;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-33329;20/01/2023;TechSoft Ltda;12345678000190;12000.0;09/02/2023;Maria Silva;PAGO;DOC_0401.txt;2026-04-22 01:14:16;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-66757;10/08/2024;Consultoria RH Parceiros;34567890000134;10000.0;07/09/2024;Roberto Lima;CANCELADO;DOC_0402.txt;2026-04-22 01:14:23;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-19514;16/11/2024;TechSoft Ltda;12345678000190;3500.0;24/11/2024;Maria Silva;PAGO;DOC_0403.txt;2026-04-22 01:14:25;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-59992;19/10/2023;Limpeza & Facilities;56789012000178;10000.0;19/11/2023;Maria Silva;ESTORNADO;DOC_0404.txt;2026-04-22 01:14:33;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-49066;09/06/2023;TechSoft Ltda;12345678000190;6000.0;28/06/2023;Fernanda Costa;PAGO;DOC_0405.txt;2026-04-22 01:14:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-80405;16/07/2024;Consultoria RH Parceiros;34567890000134;6000.0;17/08/2024;Maria Silva;CANCELADO;DOC_0406.txt;2026-04-22 01:14:38;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-31096;30/07/2023;TechSoft Ltda;12345678000190;120000.0;28/08/2023;Roberto Lima;PAGO;DOC_0407.txt;2026-04-22 01:14:45;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-48096;17/07/2023;DataCenter Cloud SA;23456789000112;3500.0;22/07/2023;Roberto Lima;PAGO;DOC_0408.txt;2026-04-22 01:14:48;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-23113;06/04/2023;TechSoft Ltda;12345678000190;19500.0;18/04/2023;Ana Beatriz;PAGO;DOC_0409.txt;2026-04-22 01:14:55;True;11/04/2023;Atualização de Sistema;Banco do Brasil Ag.1234 C/C 56789-0;;NLC0409398987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-84128;15/07/2023;Limpeza & Facilities;56789012000178;19.5;29/07/2023;Fernanda Costa;PAGO;DOC_0410.txt;2026-04-22 01:14:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-57118;14/03/2024;Consultoria RH Parceiros;34567890000134;12000.0;20/03/2024;Carlos Mendes;PAGO;DOC_0411.txt;2026-04-22 01:15:00;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-94613;2024-04-16;Consultoria RH Parceiros;34567890000134;10000.0;2024-05-03;Fernanda Costa;PAGO;DOC_0412.txt;2026-04-22 01:15:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-76476;20/05/2023;TechSoft Ltda;12345678000190;8500.0;22/06/2023;Maria Silva;Pago;DOC_0413.txt;2026-04-22 01:15:10;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-95709;2025-02-25;TechSoft Ltda;12345678000190;350000.0;2025-03-17;Ana Beatriz;ESTORNADO;DOC_0414.txt;2026-04-22 01:15:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-62007;02/02/2024;DataCenter Cloud SA;23456789000112;10000.0;14/02/2024;Roberto Lima;PAGO;DOC_0415.txt;2026-04-22 01:15:20;True;;Backup Gerenciado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-33480;05/11/2024;Limpeza & Facilities;56789012000178;6000.0;2024-11-17;Carlos Mendes;PAGO;DOC_0416.txt;2026-04-22 01:15:22;True;;;;;;;;;;;;;2024-11-17;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-18239;20/01/2025;Limpeza & Facilities;56789012000178;12000.0;16/02/2025;Carlos Mendes;PAGO;DOC_0417.txt;2026-04-22 01:15:29;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-15230;12/02/2023;Consultoria RH Parceiros;34567890000134;12000.0;07/03/2023;Roberto Lima;PAGO;DOC_0418.txt;2026-04-22 01:15:37;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-59369;16/12/2024;Consultoria RH Parceiros;34567890000134;10000.0;07/01/2025;Fernanda Costa;PAGO;DOC_0419.txt;2026-04-22 01:15:39;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-56255;24/08/2024;Marketing Digital Pro;45678901000156;10000.0;14/09/2024;Carlos Mendes;CANCELADO;DOC_0420.txt;2026-04-22 01:15:42;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-40145;18/03/2025;Consultoria RH Parceiros;34567890000134;3500.0;07/04/2025;Carlos Mendes;PAGO;DOC_0421.txt;2026-04-22 01:15:44;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-64344;04/08/2023;Limpeza & Facilities;56789012000178;6000.0;10/08/2023;Fernanda Costa;PAGO;DOC_0422.txt;2026-04-22 01:15:52;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-12942;05/05/2024;Consultoria RH Parceiros;34567890000134;19500.0;30/05/2024;Fernanda Costa;CANCELADO;DOC_0423.txt;2026-04-22 01:15:59;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-17328;09/08/2024;TechSoft Ltda;12345678000190;6000.0;29/08/2024;Maria Silva;PAGO;DOC_0424.txt;2026-04-22 01:16:01;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-89498;09/06/2024;Consultoria RH Parceiros;34567890000134;3500.0;26/06/2024;Maria Silva;ESTORNADO;DOC_0425.txt;2026-04-22 01:16:04;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-31983;13/08/2023;Marketing Digital Pro;4578901000156;60000.0;09/09/2023;Carlos Mendes;PAGO;DOC_0426.txt;2026-04-22 01:16:11;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-12170;02/09/2024;Consultoria RH Parceiros;34567890000134;8500.0;21/09/2024;Roberto Lima;PAGO;DOC_0427.txt;2026-04-22 01:16:14;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-79655;03/06/2023;Limpeza & Facilities;56789012000178;6000.0;23/06/2023;Fernanda Costa;PAGO;DOC_0428.txt;2026-04-22 01:16:16;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-15693;07/05/2024;TechSoft Ltda;12345678000190;3500.0;30/05/2024;Fernanda Costa;PENDENTE;DOC_0429.txt;2026-04-22 01:16:23;True;08/05/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-65769;2023-08-20;Limpeza & Facilities;56789012000178;1500000.0;2023-09-18;Fernanda Costa;PAGO;DOC_0430.txt;2026-04-22 01:16:26;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-34775;23/02/2025;Consultoria RH Parceiros;34567890000134;10000.0;03/03/2025;Fernanda Costa;PAGO;DOC_0431.txt;2026-04-22 01:16:33;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-30287;13/06/2024;TechSoft Ltda;12345678000190;8500.0;17/06/2024;Roberto Lima;PAGO;DOC_0432.txt;2026-04-22 01:16:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-99208;21/09/2023;Limpeza & Facilities;56789012000178;15000.0;23/10/2023;Ana Beatriz;PAGO;DOC_0433.txt;2026-04-22 01:16:38;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-43263;15/07/2024;DataCenter Cloud SA;23456789000112;19500.0;14/08/2024;Ana Beatriz;ESTORNADO;DOC_0434.txt;2026-04-22 01:16:45;True;;Backup Gerenciado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-23143;28/02/2025;Limpeza & Facilities;56789012000178;60000.0;26/03/2025;Carlos Mendes;PAGO;DOC_0435.txt;2026-04-22 01:16:48;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-29048;15/03/2025;Limpeza & Facilities;56789012000178;35000.0;26/03/2025;Roberto Lima;PAGO;DOC_0436.txt;2026-04-22 01:16:55;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-60374;30/03/2023;Limpeza & Facilities;56789012000178;8500.0;04/04/2023;Maria Silva;PAGO;DOC_0437.txt;2026-04-22 01:16:57;False;;Controle de Pragas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-96099;29/12/2024;Limpeza & Facilities;56789012000178;6000.0;18/01/2025;Roberto Lima;PAGO;DOC_0438.txt;2026-04-22 01:17:00;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-41359;15/07/2023;Limpeza & Facilities;56789012000178;8500.0;21/07/2023;Carlos Mendes;PENDENTE;DOC_0439.txt;2026-04-22 01:17:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-77861;27/03/2023;TechSoft Ltda;12345678000190;12000.0;08/04/2023;Roberto Lima;PAGO;DOC_0440.txt;2026-04-22 01:17:10;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-69606;16/07/2024;TechSoft Ltda;12345678000190;12000.0;26/07/2024;Ana Beatriz;PAGO;DOC_0441.txt;2026-04-22 01:17:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-54560;22/09/2023;Limpeza & Facilities;56789012000178;4200.0;01/10/2023;Maria Silva;PAGO;DOC_0442.txt;2026-04-22 01:17:20;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-41886;30/06/2024;Limpeza & Facilities;56789012000178;10000.0;31/07/2024;Roberto Lima;ESTORNADO;DOC_0443.txt;2026-04-22 01:17:22;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-60157;24/11/2024;Consultoria RH Parceiros;34567890000134;3500.0;13/12/2024;Maria Silva;PAGO;DOC_0444.txt;2026-04-22 01:17:30;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-42539;27/03/2025;DataCenter Cloud SA;23456789000112;12000.0;10/04/2025;Fernanda Costa;PAGO;DOC_0445.txt;2026-04-22 01:17:32;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-56338;18/11/2024;TechSoft Ltda;12345678000190;4200.0;14/12/2024;Carlos Mendes;PENDENTE;DOC_0446.txt;2026-04-22 01:17:39;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-44787;02/07/2023;Limpeza & Facilities;56789012000178;8500.0;31/07/2023;Carlos Mendes;PAGO;DOC_0447.txt;2026-04-22 01:17:42;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-98580;09/09/2023;DataCenter Cloud SA;23456789000112;12000.0;10/10/2023;Maria Silva;PAGO;DOC_0448.txt;2026-04-22 01:17:44;False;;Backup Gerenciado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
